first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Hayden,Hurst,TE,,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,3100,24,1.7,5.8,15.1,5.6,1.81
Noah,Fant,TE,,6,2023-10-15,,SEA,CIN,+2.5,44.5,21,3000,28,0.0,5.6,9.6,5.6,1.87
Noah,Brown,WR,Q,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,3000,14,1.7,3.3,4.9,5.6,1.87
Jamal,Agnew,WR,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,3000,24,-0.2,2.2,7.9,5.5,1.83
Mike,Gesicki,TE,,6,2023-10-15,,NE,LV,+3,41.5,19.3,2600,17,2.2,4.7,8.3,5.5,2.12
Commanders,,DST,,6,2023-10-15,,WAS,ATL,+1,42.5,20.8,3100,27,-1.0,4.6,11.0,5.4,1.74
Falcons,,DST,,6,2023-10-15,,ATL,WAS,-1,42.5,21.8,3600,29,1.0,4.0,12.0,5.2,1.44
Trey,Palmer,WR,,6,2023-10-15,,TB,DET,+3,42.5,19.8,3900,21,1.8,5.6,8.8,5.0,1.28
Raheem,Blackshear,RB,,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,4000,17,0.0,4.3,11.9,5.0,1.25
Jets,,DST,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,2800,7,0.0,9.0,20.0,5.0,1.79
John,Metchie III,WR,,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,3100,14,2.7,3.3,4.0,5.0,1.61
Devin,Singletary,RB,,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,4300,5,0.0,4.1,8.8,4.9,1.14
Kareem,Hunt,RB,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,4700,10,0.9,3.7,5.8,4.9,1.04
Mack,Hollins,WR,,6,2023-10-15,,ATL,WAS,-1,42.5,21.8,3300,28,0.0,4.7,9.0,4.9,1.48
Kalif,Raymond,WR,,6,2023-10-15,,DET,TB,-3,42.5,22.8,3800,16,3.0,7.7,13.7,4.8,1.26
Donovan,Peoples-Jones,WR,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,3600,18,1.7,3.9,7.9,4.8,1.33
Kendre,Miller,RB,,6,2023-10-15,,NO,HOU,-1.5,42.5,22,4500,23,1.8,6.4,13.0,4.8,1.07
Cardinals,,DST,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,2400,12,-3.0,5.8,19.0,4.7,1.96
Browns,,DST,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,2200,1,2.0,6.8,12.0,4.6,2.09
Hunter,Renfrow,WR,,6,2023-10-15,,LV,NE,-3,41.5,22.3,3600,13,0.0,2.4,3.7,4.5,1.25
Taysom,Hill,TE,,6,2023-10-15,,NO,HOU,-1.5,42.5,22,3800,26,0.4,3.7,8.7,4.5,1.18
Dalvin,Cook,RB,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,4800,3,1.2,4.2,8.9,4.4,0.92
Deven,Thompkins,WR,,6,2023-10-15,,TB,DET,+3,42.5,19.8,3400,21,0.0,4.5,15.6,4.2,1.24
Olamide,Zaccheaus,WR,,6,2023-10-15,,PHI,NYJ,-6.5,42.5,24.5,3000,3,0.0,3.2,13.8,4.2,1.40
Drew,Ogletree,TE,,6,2023-10-15,,IND,JAX,+3.5,44,20.3,2600,23,2.1,5.6,13.8,4.0,1.54
Ke'Shawn,Vaughn,RB,,6,2023-10-15,,TB,DET,+3,42.5,19.8,4200,2,0.0,1.7,5.4,3.8,0.90
Bears,,DST,,6,2023-10-15,,CHI,MIN,+3,44,20.5,2500,23,0.0,2.6,10.0,3.8,1.52
Trey,McBride,TE,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,2500,29,1.2,3.2,5.2,3.7,1.48
Elijah,Mitchell,RB,Q,6,2023-10-15,,SF,CLE,-9.5,36,22.8,4700,4,1.0,8.3,17.5,3.7,0.79
Austin,Hooper,TE,,6,2023-10-15,,LV,NE,-3,41.5,22.3,2500,5,0.0,2.4,4.0,3.5,1.40
Josh,Oliver,TE,,6,2023-10-15,,MIN,CHI,-3,44,23.5,2500,25,0.0,3.9,8.4,3.5,1.40
Colby,Parkinson,TE,,6,2023-10-15,,SEA,CIN,+2.5,44.5,21,2500,28,0.0,3.8,6.8,3.4,1.36
Michael,Carter,RB,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,4000,3,1.3,3.3,5.2,3.4,0.85
Ronnie,Rivers,RB,,6,2023-10-15,,LAR,ARI,-6.5,47.5,27,4300,29,0.0,1.8,7.7,3.3,0.77
Panthers,,DST,,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,2000,13,-2.0,4.4,13.0,3.3,1.65
Jauan,Jennings,WR,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,3600,1,0.0,3.0,7.1,3.3,0.92
Craig,Reynolds,RB,,6,2023-10-15,,DET,TB,-3,42.5,22.8,4300,15,0.0,2.8,11.2,3.3,0.77
Laviska,Shenault Jr.,WR,,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,3000,20,0.7,2.4,4.1,3.3,1.10
Cedrick,Wilson Jr.,WR,,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,3000,5,0.0,2.8,9.2,3.3,1.10
Kayshon,Boutte,WR,,6,2023-10-15,,NE,LV,+3,41.5,19.3,3000,11,0.0,0.0,0.0,3.2,1.07
Randall,Cobb,WR,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,3000,29,0.0,1.0,2.8,3.2,1.07
Foster,Moreau,TE,,6,2023-10-15,,NO,HOU,-1.5,42.5,22,2700,26,0.0,4.4,8.5,3.1,1.15
John,Bates,TE,,6,2023-10-15,,WAS,ATL,+1,42.5,20.8,2500,31,0.0,3.3,7.6,3.1,1.24
Tyler,Scott,WR,,6,2023-10-15,,CHI,MIN,+3,44,20.5,3000,31,0.0,1.4,3.4,3.1,1.03
Dyami,Brown,WR,,6,2023-10-15,,WAS,ATL,+1,42.5,20.8,3000,6,0.0,2.9,7.1,2.9,0.97
Kyle,Juszczyk,RB,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,4000,4,0.0,2.9,12.6,2.9,0.73
Robert,Tonyan,TE,,6,2023-10-15,,CHI,MIN,+3,44,20.5,2500,19,0.0,1.4,3.8,2.7,1.08
Chris,Brooks,RB,,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,4000,31,0.0,1.3,6.6,2.7,0.68
Tank,Bigsby,RB,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,4100,20,0.0,3.0,7.0,2.7,0.66
Cole,Turner,TE,,6,2023-10-15,,WAS,ATL,+1,42.5,20.8,2500,31,0.0,3.2,7.5,2.6,1.04
N'Keal,Harry,WR,,6,2023-10-15,,MIN,CHI,-3,44,23.5,3000,19,0.0,2.0,5.9,2.6,0.87
Michael,Mayer,TE,,6,2023-10-15,,LV,NE,-3,41.5,22.3,2500,5,0.0,1.8,5.9,2.6,1.04
Terrace,Marshall Jr.,WR,,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,3100,20,0.0,6.3,14.6,2.5,0.81
Isaiah,McKenzie,WR,,6,2023-10-15,,IND,JAX,+3.5,44,20.3,3000,23,0.0,1.0,1.7,2.5,0.83
Cordarrelle,Patterson,RB,,6,2023-10-15,,ATL,WAS,-1,42.5,21.8,4000,12,0.0,7.2,20.4,2.5,0.63
Trenton,Irwin,WR,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,3300,32,0.0,3.7,14.0,2.4,0.73
Brock,Wright,TE,,6,2023-10-15,,DET,TB,-3,42.5,22.8,2500,13,0.0,1.7,4.6,2.3,0.92
Robbie,Chosen,WR,,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,3000,5,0.0,5.4,13.8,2.2,0.73
Ameer,Abdullah,RB,,6,2023-10-15,,LV,NE,-3,41.5,22.3,4000,21,0.0,2.2,3.6,2.2,0.55
Will,Dissly,TE,,6,2023-10-15,,SEA,CIN,+2.5,44.5,21,2800,28,0.0,3.1,6.5,2.2,0.79
Tim,Jones,WR,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,3000,24,0.0,0.8,3.1,2.0,0.67
Marvin,Jones Jr.,WR,,6,2023-10-15,,DET,TB,-3,42.5,22.8,3000,16,0.0,1.2,4.2,2.0,0.67
Tyquan,Thornton,WR,Q,6,2023-10-15,,NE,LV,+3,41.5,19.3,3000,11,1.8,5.8,15.0,2.0,0.67
C.J.,Uzomah,TE,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,2500,22,0.0,2.4,7.1,1.9,0.76
Jake,Bobo,WR,,6,2023-10-15,,SEA,CIN,+2.5,44.5,21,3000,9,0.0,2.2,7.5,1.9,0.63
Ty,Montgomery II,WR,,6,2023-10-15,,NE,LV,+3,41.5,19.3,3000,11,0.0,1.0,3.6,1.8,0.60
Harrison,Bryant,TE,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,2500,7,0.0,2.9,8.5,1.8,0.72
Trayveon,Williams,RB,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,4400,19,0.4,0.9,2.4,1.8,0.41
Zamir,White,RB,,6,2023-10-15,,LV,NE,-3,41.5,22.3,4900,21,0.0,0.9,1.7,1.8,0.37
Van,Jefferson,WR,,6,2023-10-15,,ATL,WAS,-1,42.5,21.8,3200,28,0.0,3.8,6.4,1.8,0.56
Jimmy,Graham,TE,,6,2023-10-15,,NO,HOU,-1.5,42.5,22,2500,26,0.0,1.6,7.8,1.8,0.72
Luke,Farrell,TE,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,2500,16,0.0,1.4,3.0,1.7,0.68
Jordan,Akins,TE,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,2500,7,0.0,6.0,25.0,1.7,0.68
Jordan,Mason,RB,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,4000,4,0.0,3.5,12.9,1.7,0.43
Mo,Alie-Cox,TE,Q,6,2023-10-15,,IND,JAX,+3.5,44,20.3,2500,23,0.0,3.1,10.5,1.7,0.68
KhaDarel,Hodge,WR,,6,2023-10-15,,ATL,WAS,-1,42.5,21.8,3000,28,0.0,1.7,3.9,1.6,0.53
DeAndre,Carter,WR,,6,2023-10-15,,LV,NE,-3,41.5,22.3,3000,13,0.0,0.9,2.6,1.6,0.53
Damien,Williams,RB,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,4000,9,-0.3,3.5,12.3,1.6,0.40
DeeJay,Dallas,RB,,6,2023-10-15,,SEA,CIN,+2.5,44.5,21,4000,16,0.0,1.2,2.8,1.6,0.40
Tre,Tucker,WR,Q,6,2023-10-15,,LV,NE,-3,41.5,22.3,3000,13,0.0,1.3,3.4,1.5,0.50
Brevin,Jordan,TE,,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,2500,1,0.0,2.8,9.3,1.5,0.60
Sean,Tucker,RB,,6,2023-10-15,,TB,DET,+3,42.5,19.8,4500,2,0.0,1.3,4.4,1.4,0.31
Zach,Pascal,WR,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,3000,7,0.0,1.2,4.0,1.4,0.47
Chris,Evans,RB,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,4000,19,0.0,2.7,7.8,1.4,0.35
Ronnie,Bell,WR,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,3100,1,0.0,2.4,10.4,1.4,0.45
Ty,Chandler,RB,,6,2023-10-15,,MIN,CHI,-3,44,23.5,4000,30,0.0,2.3,4.1,1.4,0.35
Ray-Ray,McCloud III,WR,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,3000,1,0.0,1.1,4.2,1.3,0.43
Xavier,Gipson,WR,Q,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,3000,29,-1.0,0.3,2.7,1.3,0.43
Pharaoh,Brown,TE,,6,2023-10-15,,NE,LV,+3,41.5,19.3,2500,17,0.0,3.0,15.1,1.2,0.48
Byron,Pringle,WR,,6,2023-10-15,,WAS,ATL,+1,42.5,20.8,3000,6,0.0,1.2,2.5,1.2,0.40
Scotty,Miller,WR,,6,2023-10-15,,ATL,WAS,-1,42.5,21.8,3000,28,0.0,0.6,3.0,1.2,0.40
Keith,Kirkwood,WR,,6,2023-10-15,,NO,HOU,-1.5,42.5,22,3000,4,0.0,0.2,1.1,1.2,0.40
Ben,Skowronek,WR,Q,6,2023-10-15,,LAR,ARI,-6.5,47.5,27,3000,25,0.0,0.9,3.1,1.2,0.40
Jack,Stoll,TE,Q,6,2023-10-15,,PHI,NYJ,-6.5,42.5,24.5,2500,32,0.0,0.6,1.6,1.1,0.44
David,Bell,WR,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,3000,18,0.0,1.1,5.7,1.1,0.37
Tony,Jones Jr.,RB,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,4600,9,0.0,5.3,15.4,1.1,0.24
Alec,Ingold,RB,Q,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,4000,31,0.0,1.7,5.4,1.1,0.28
Pierre,Strong Jr.,RB,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,4300,10,0.0,2.7,6.1,1.1,0.26
Chase,Claypool,WR,,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,3000,5,0.0,4.0,12.6,1.1,0.37
Marquise,Goodwin,WR,,6,2023-10-15,,CLE,SF,+9.5,36,13.3,3000,18,0.0,0.8,3.0,1.1,0.37
D'Ernest,Johnson,RB,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,4000,20,-0.4,1.1,3.2,1.1,0.28
Andrei,Iosivas,WR,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,3000,32,0.0,0.4,1.9,1.1,0.37
Drew,Sample,TE,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,2500,12,0.0,0.5,1.7,1.0,0.40
Teagan,Quitoriano,TE,,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,2500,1,0.0,1.1,3.2,1.0,0.40
Mitchell,Wilcox,TE,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,2500,12,0.0,0.9,3.0,1.0,0.40
Rakim,Jarrett,WR,,6,2023-10-15,,TB,DET,+3,42.5,19.8,3000,21,0.0,0.8,1.7,1.0,0.33
Brycen,Hopkins,TE,,6,2023-10-15,,LAR,ARI,-6.5,47.5,27,2500,4,0.0,0.9,3.1,1.0,0.40
Mecole,Hardman Jr.,WR,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,3000,29,0.0,1.1,3.7,0.9,0.30
Xavier,Hutchinson,WR,,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,3000,14,0.0,0.4,1.9,0.8,0.27
Chase,Brown,RB,,6,2023-10-15,,CIN,SEA,-2.5,44.5,23.5,4000,19,0.0,0.5,1.2,0.8,0.20
Khari,Blasingame,RB,,6,2023-10-15,,CHI,MIN,+3,44,20.5,4500,8,0.0,0.5,2.6,0.8,0.18
Will,Mallory,TE,,6,2023-10-15,,IND,JAX,+3.5,44,20.3,2500,23,6.9,6.9,6.9,0.8,0.32
Zach,Evans,RB,,6,2023-10-15,,LAR,ARI,-6.5,47.5,27,4000,29,0.0,0.0,0.0,0.7,0.18
Mike,Boone,RB,,6,2023-10-15,,HOU,NO,+1.5,42.5,20.5,4000,5,0.0,2.0,4.9,0.6,0.15
Brenton,Strange,TE,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,2500,16,0.0,0.5,2.7,0.6,0.24
Johnny,Mundt,TE,,6,2023-10-15,,MIN,CHI,-3,44,23.5,2500,25,0.0,0.4,2.1,0.6,0.24
Rashaad,Penny,RB,,6,2023-10-15,,PHI,NYJ,-6.5,42.5,24.5,4000,24,1.5,9.8,31.7,0.6,0.15
Boston,Scott,RB,,6,2023-10-15,,PHI,NYJ,-6.5,42.5,24.5,4000,24,0.0,1.7,4.0,0.6,0.15
Trent,Taylor,WR,,6,2023-10-15,,CHI,MIN,+3,44,20.5,3000,31,0.0,0.0,0.0,0.6,0.20
Tyrion,Davis-Price,RB,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,4000,4,0.4,1.7,3.0,0.6,0.15
Velus,Jones Jr.,WR,,6,2023-10-15,,CHI,MIN,+3,44,20.5,3000,31,-0.3,2.9,14.0,0.5,0.17
JaMycal,Hasty,RB,,6,2023-10-15,,JAX,IND,-3.5,44,23.8,4000,20,0.0,1.2,5.3,0.5,0.13
Trey,Sermon,RB,,6,2023-10-15,,IND,JAX,+3.5,44,20.3,4000,7,0.0,2.4,6.5,0.5,0.13
Corey,Clement,RB,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,4000,9,0.0,4.0,13.8,0.4,0.10
Ko,Kieft,TE,,6,2023-10-15,,TB,DET,+3,42.5,19.8,2500,30,0.0,0.0,0.0,0.4,0.16
Ross,Dwelley,TE,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,2500,10,0.0,0.0,0.0,0.4,0.16
Charlie,Woerner,TE,,6,2023-10-15,,SF,CLE,-9.5,36,22.8,2500,10,0.0,0.0,0.0,0.4,0.16
Brandon,Bolden,RB,,6,2023-10-15,,LV,NE,-3,41.5,22.3,4000,21,0.0,0.0,0.0,0.4,0.10
Greg,Dortch,WR,,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,3000,7,0.0,0.0,0.0,0.4,0.13
Israel,Abanikanda,RB,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,4000,3,,,,0.3,0.08
Albert,Okwuegbunam,TE,,6,2023-10-15,,PHI,NYJ,-6.5,42.5,24.5,2500,32,0.0,5.1,13.5,0.3,0.12
Davis,Allen,TE,,6,2023-10-15,,LAR,ARI,-6.5,47.5,27,2500,4,0.0,0.0,0.0,0.3,0.12
Tommy,Tremble,TE,,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,2600,24,0.0,1.9,7.1,0.3,0.12
Jason,Brownlee,WR,,6,2023-10-15,,NYJ,PHI,+6.5,42.5,18,3000,29,,,,0.2,0.07
Chris,Rodriguez Jr.,RB,,6,2023-10-15,,WAS,ATL,+1,42.5,20.8,4000,1,0.0,0.2,0.7,0.2,0.05
Julian,Hill,TE,,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,2500,21,0.0,0.0,0.0,0.2,0.08
Roschon,Johnson,RB,O,6,2023-10-15,,CHI,MIN,+3,44,20.5,4600,8,1.9,7.0,17.5,0.0,0.00
Deshaun,Watson,QB,O,6,2023-10-15,,CLE,SF,+9.5,36,13.3,5800,5,14.6,19.8,21.9,0.0,0.00
Miles,Sanders,RB,O,6,2023-10-15,,CAR,MIA,+14.5,47.5,16.5,5000,17,2.2,9.2,17.2,0.0,0.00
JuJu,Smith-Schuster,WR,O,6,2023-10-15,,NE,LV,+3,41.5,19.3,3300,11,1.5,4.5,7.8,0.0,0.00
Justin,Jefferson,WR,O,6,2023-10-15,,MIN,CHI,-3,44,23.5,9200,19,5.8,23.8,30.9,0.0,0.00
Jeff,Wilson Jr.,RB,O,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,4300,31,2.6,8.8,11.0,0.0,0.00
James,Conner,RB,O,6,2023-10-15,,ARI,LAR,+6.5,47.5,20.5,5800,9,4.6,12.5,19.6,0.0,0.00
Zay,Jones,WR,O,6,2023-10-15,,JAX,IND,-3.5,44,23.8,4100,24,0.0,12.5,21.4,0.0,0.00
Jahmyr,Gibbs,RB,O,6,2023-10-15,,DET,TB,-3,42.5,22.8,5900,15,8.0,9.7,12.6,0.0,0.00
Anthony,Richardson,QB,O,6,2023-10-15,,IND,JAX,+3.5,44,20.3,6900,27,4.4,17.7,26.6,0.0,0.00
Travis,Homer,RB,O,6,2023-10-15,,CHI,MIN,+3,44,20.5,4500,8,0.0,0.0,0.0,0.0,0.00
De'Von,Achane,RB,O,6,2023-10-15,,MIA,CAR,-14.5,47.5,31,7400,31,1.9,27.9,54.3,0.0,0.00
